course_code,course_title,section,grades_count,avg_gpa,std_dev,median_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,pct_P,pct_I,pct_AU,pct_W_AW,letters_count,term,faculty
CSCI 332,Operating Systems,2L,130,2.14,1.06,2.33,8.3,31.6,28.6,21.8,7.5,0.0,0.8,0.0,,133,SP2026,Jurn Gyu Park
CSCI 332,Operating Systems,3L,84,2.15,0.89,2.33,2.4,30.6,47.1,11.8,7.1,0.0,0.0,0.0,,85,SP2026,Latif Zohaib
CSCI 333,Computer Networks,1L,77,2.19,1.03,2.0,10.3,29.5,33.3,20.5,5.1,0.0,0.0,0.0,,78,SP2026,Sain Saginbekov
CSCI 333,Computer Networks,2L,128,2.38,0.94,2.67,9.2,41.5,30.0,13.1,4.6,0.0,0.0,0.0,,130,SP2026,Latif Zohaib
CSCI 333,Computer Networks,3L,65,2.18,0.88,2.33,5.9,26.5,41.2,19.1,2.9,0.0,0.0,0.0,,68,SP2026,ShinnazarSeytnazarov
CSCI 363,Software Testing andQuality Assurance,1L,27,2.99,0.74,3.0,27.6,44.8,17.2,3.4,0.0,0.0,0.0,0.0,,29,SP2026,TanselDokeroglu
CSCI 409,Senior Project II,1L,232,3.77,0.38,3.67,90.2,7.3,0.4,1.3,0.0,0.0,0.0,0.0,,234,SP2026,Anh Tu Nguyen
CSCI 409,Senior Project II,1L,232,3.77,0.38,3.67,90.2,7.3,0.4,1.3,0.0,0.0,0.0,0.0,,234,SP2026,Enver Ever
CSCI 435,Blockchain andCryptocurrencies,1L,11,3.73,0.42,4.0,53.3,20.0,0.0,0.0,0.0,0.0,0.0,20.0,,15,SP2026,Talgar Bayan
CSCI 436,Introduction to CloudComputing,1L,10,3.37,1.23,3.84,53.8,15.4,0.0,0.0,7.7,0.0,0.0,15.4,,13,SP2026,SyedMuhammadUmair Arif
CSCI 437,Internet of Things:Technologies andApplications,1L,7,3.24,0.71,3.67,36.4,18.2,9.1,0.0,0.0,0.0,0.0,9.1,,11,SP2026,DimitriosZormpas
CSCI 447,Machine Learning: Theoryand Practice,1L,66,3.24,0.51,3.33,39.4,53.0,7.6,0.0,0.0,0.0,0.0,0.0,,66,SP2026,Siamac Fazli
CSCI 490,Brain Computer Interface,1L,20,3.05,0.85,3.0,22.7,59.1,4.5,0.0,4.5,0.0,0.0,9.1,,22,SP2026,Siamac Fazli
