registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
6401,EDSE 625,,,,GrM,GSE,"This specialization-specific core course addresses a range of issues such as the interplay of global and local, socio-cultural, political and economic drivers of education, with a particular focus on school education.",MSc Educational Leadership SE,Fundamentals of School Education,6,Fall 2025
1378,ECON 302,ECON 201 Intermediate Microeconomics (133) (C- and above),PLS 315 Political Game Theory (704) (C- and above),,UG,SSH,n/a,Economics,Game Theory and Economic Analysis,6,Fall 2025
5870,DPE 671,,,,PhD,GSPP,"Game theory is a framework for analyzing strategic interactions between rational actors. The tools of game theory are employed widely to understand a variety of phenomena in politics, economics, business, and biology. This course will introduce the fundamentals of game theory and guide the student through some prominent applications of it, with special emphasis on applications in public policy.  The course will also touch on basic social choice theory and the spatial model.
",PhD in Public Policy,Game Theory and Public Policy,8,Fall 2025
1022,MPE 671,,,,GrM,GSPP,"Game theory is a framework for analyzing strategic interactions between rational actors. The tools of game theory are employed widely to understand a variety of phenomena in politics, economics, business, and biology. This course will introduce the fundamentals of game theory and guide the student through some prominent applications of it, with special emphasis on applications in public policy. The course will also touch on basic social choice theory and bargaining.",Master in Public Administration,Game Theory and Public Policy,8,Fall 2025
6082,WCS 204,WCS 150 Rhetoric and Composition (2183) (C+ and above) OR   () ( and above),,,UG,SSH,"In this course, students will learn how to identify and analyze the forms of communication that enable and determine the construction of gender. Applying the tools of rhetoric that students studied in WCS 150, students will examine theories about how gender is communicated verbally and non-verbally in the everyday and in the virtual world.  
",Communication and Composition,Gender and Communication,6,Fall 2025
226,SOC 210,,,,UG,SSH,n/a,Sociology and Anthropology,Gender and Society,6,Fall 2025
5694,BIOL 105,,,,UG,SSH,The course “General Biology” will introduce students to the basics of structure and function of the living organisms.,Biological Science,General Biology,6,Fall 2025
113,CHEM 101,,,,UG,SSH,"This course begins by introducing the fundamental theories of quantum mechanics, in the context of atoms and molecules. Building on this foundation, the periodic properties of the elements are introduced in the context of electronic structure theory.",Chemistry,General Chemistry I,6,Fall 2025
179,CHEM 101L,,,CHEM 101 General Chemistry I (113) (C and above),UG,SSH,"This course (which complements CHEM101) aims to provide students with basic laboratory skills, including (but not limited to): accurate measurement of mass, volume, temperature, and and pressure.",Chemistry,General Chemistry I lab,2,Fall 2025
232,CHEM 102,CHEM 101 General Chemistry I (113) (C and above),,,UG,SSH,n/a,Chemistry,General Chemistry II,6,Fall 2025
1633,EAS 501,,,,GrM,SSH,"This course covers the basic foundations of research training across different disciplines, instructing students on how to choose and refine their thesis topic, to plan field trips to archives and research sites, to take accurate and detailed notes, to plan their writing, and to present their work orally. ",Area Studies,General Methodology,8,Fall 2025
6567,PHYS 563,,,,GrM,SSH,The course deals with Einstein’s theory of gravity. From differential geometry and the formulation of the theory to the most important solutions and their interpretation.,Physics,General Relativity,8,Fall 2025
6568,PHYS 763,,,,PhD,SSH,The course deals with Einstein’s theory of gravity. From advanced differential geometry and the formulation of the theory to the derivation and interpretation of the  most important solutions.,Physics,General Relativity,8,Fall 2025
1174,BIOL 370,BIOL 120 Modern Biology II (1195) (C and above),,,UG,SSH,n/a,Biological Science,Genetics,6,Fall 2025
5123,GEOL 202,GEOL 101 Fundamentals of Geology (4774) (D and above) OR GEOL 102 Fundamentals of Geology (4772) (D and above),,,UG,SMG,"This course on geologic maps and cross-sections will introduce the students to the reading of topographic and geologic maps, to the identification of geologic structures on geologic maps, as well as to the construction of cross-sections.",Geosciences,Geologic Maps and Cross-Sections,6,Fall 2025
3691,MINE 502,,,,GrM,SMG,This is an introductory course specifically designed for students in mining engineering to give them the necessary background in geology they will need in their future professional career. The course is a condensed version of several more in-depth courses proposed in the B. Sc. Geology program.  ,Mining Engineering,Geology for Mining Engineers,6,Fall 2025
5876,GEOL 305,GEOL 101 Fundamentals of Geology (4774) (D and above) OR GEOL 102 Fundamentals of Geology (4772) (D and above) OR GEOL 201 Mineralogy (5122) (D and above),,,UG,SMG,"The course has been organized by ore deposit type with an effort to integrate aspects of geodynamics, tectonics, petrology, mineralogy and physical chemistry which are important to establish genetic models for ore deposits. Examples from Kazakhstan are used as case studies for the laboratories when this is possible.",Geosciences,Geology of ore deposits,6,Fall 2025
5878,MINE 302,,,,UG,SMG,"This core course is a pre-requisite for other courses covering the engineering applications of soil and rock mechanics including rock breakage, ground control, and surface mine design and underground mine design. Hence, the course aims to establish a framework for understanding the fundamental principles governing the response of geo-materials (soil and rock) to applied loads.
",Mining Engineering,Geomechanics,6,Fall 2025
6997,GEOL 207,GEOL 101 Fundamentals of Geology (4774) (C- and above) OR GEOL 102 Fundamentals of Geology (4772) (C- and above),,,UG,SMG,"The main aim of the course is understanding of landforms and the processes that produce and modify them. The course considers some of the practical aspects of reading a geomorphological, map, recognized the landforms and understanding the natural processes.
",Geosciences,Geomorphology,6,Fall 2025
5896,CEE 302,,,,UG,SEDS,"In this course, the students will learn fundamental knowledge of geotechnical engineering (soil mechanics). This course involves the measurement of stress-strain, strength and permeability properties of soil and the development of theories based on these measured properties to predict the response of structures to static loading  ",Civil and Environmental Engineering,Geotechnical Engineering,6,Fall 2025
6340,PUBH 599,,,,GrM,SoM,"This course provides students with basic concepts in nutritional science and public health, including nutrition strategies and technology to improve health, well-being and to sustain food ecosystems. Students will be able to apply knowledge gained in understanding how diet influences health to inform national, global food policies and dissemination of evidence-based information.",Public Health,Global Nutrition and Sustainability,6,Fall 2025
6661,MPE 641,,MPE 640 International Political Economy (1307) (C- and above) OR DPE 623 International Political Economy (6338) (C- and above),,GrM,GSPP,"This course is designed for students working in public, private or non-profit sectors with some background in political economy and policy making. It introduces students to the analysis of globalization – widening and deepening of international interconnectedness –and its impacts on national policy making substance and processes. Some of the questions this course deals with include what are the major issues brought forward by globalization, how can we think about them analytically, and what kinds of policy options are available to policy makers under the opportunities and constraints placed by globalization.",Master in Public Administration,Globalisation and Public Policy,8,Fall 2025
5224,DPE 628,,,,PhD,GSPP,"The purpose of this course is to give students an opportunity to familiarize with such concepts, to understand how corruption and good governance promote development, to learn about what international organizations do to promote good governance and contrast corruption, and how they track their progress in both respects.",PhD in Public Policy,Good Governance and Corruption,8,Fall 2025
5223,MPE 628,,,,GrM,GSPP,"The purpose of this course is to give students an opportunity to familiarize with such concepts, to understand how corruption and good governance promote development, to learn about what international organizations do to promote good governance and contrast corruption, and how they track their progress in both respects.",Master in Public Administration,Good Governance and Corruption,8,Fall 2025
8086,DPE 665,,,,PhD,GSPP,"Network governance refers to inclusive and participatory approaches to policy-making, collective action, and implementation. This course is designed to addresses ways to work together across institutional, geographic, economic, and social boundaries in many different policy domains, such as natural resource management, public health, and community and economic development.",PhD in Public Policy,Governance Through Networks: Theory and Practice,8,Fall 2025
8088,MPE 665,,,,GrM,GSPP,"Network governance refers to inclusive and participatory approaches to policy-making, collective action, and implementation. This course is designed to addresses ways to work together across institutional, geographic, economic, and social boundaries in many different policy domains, such as natural resource management, public health, and community and economic development.",Master in Public Administration,Governance Through Networks: Theory and Practice,8,Fall 2025
5675,BIOL 592,,,,GrM,SSH,"The Research Seminar provides graduate students with different points of view of latest research in biological sciences presented by faculty members and external speakers. Students are required to attend all seminars, participate in questions and answers sessions, and reflective discussion sessions led by students and moderated by the course coordinator and/or the speaker. Students who led the discussion will turn in a reflective summary.  ",Biological Science,Graduate Research Seminar,6,Fall 2025
3303,PUBH 561,,,,GrM,SoM,"This course begins a structured emphasis on application of core knowledge and critical thinking skills.  Students will critically review, discuss and provide written evaluations of relevant international peer-reviewed scientific journal articles in public health areas with a variety of study designs and methods.",Public Health,Graduate Research Seminar I,6,Fall 2025
5398,PLS 426,PLS 120 Introduction to Political Theory (512) (C- and above) AND PLS 210 Political Science Research Methods (129) (C- and above),,,UG,SSH,"This is a class on the political philosophy of Hannah Arendt. We will explore such themes as: totalitarianism, revolution, violence, mass society, and political belonging.",Political Science and International Relations,"Hannah Arendt on Power, Violence, and Revolution",6,Fall 2025
5397,PLS 526,,"PLS 426 Hannah Arendt on Power, Violence, and Revolution (5398) (C- and above)",,GrM,SSH,"This is a class on the political philosophy of Hannah Arendt. We will explore such themes as: totalitarianism, revolution, violence, mass society, and political belonging.",Political Science and International Relations,"Hannah Arendt on Power, Violence, and Revolution",8,Fall 2025
8014,PLS 726,,,,PhD,SSH,"Hannah Arendt wrote on some of the most pressing political issues of the twentieth century: totalitarianism, revolution, and the ailments of mass society. This class will be dedicated to understanding Arendt’s approach to politics, which was quite novel.",Political Science and International Relations,"Hannah Arendt on Power, Violence, and Revolution",8,Fall 2025
3699,PUBH 601,,,,GrM,SoM,"This course covers fundamental communications concepts and basic methods for developing and evaluating effective health education and health promotion programs, focusing on areas of behavioral change and health interventions for prevention.  The course covers why health educational and promotion programs fail, how to assess effectiveness of different approaches to inform program, project and policy design, and how to design and conduct monitoring and evaluations for improving health communications and health promotion programs.  Evaluation will be based on project design and evaluation.  ",Public Health,Health Education and Promotion,6,Fall 2025
8546,MSN 505,,,,GrM,SoM,"This course delves into the intricate world of healthcare policy, legislation, and advocacy.",Master of Science in Nursing,Health Policy and Advocacy,6,Fall 2025
6973,PHDGH 703,,,,PhD,SoM,"This course will provide students with advanced knowledge on the evidence regarding global health interventions, including relevant actors and institutions shaping global health, and the challenges of measuring the burden and impact of those problems as well as assessing the benefits of global health interventions. The gap between evidence and practical policy-making and the interplay between both worlds will be examined. Ethical issues in global health research will also be discussed. Up-to-date original, peer-reviewed papers will be used as a basis for discussions.",PHD,Health Policy and Systems in Global Health,8,Fall 2025
8085,DPE 660,,,,PhD,GSPP,"This is an introductory course on health, healthcare system and health policy. The course provides an overview and application of healthcare and health policy related key concepts needed for policy analyst and managers. During this course students will apply critical concepts from Public Health, Healthcare Economics, Policy Analysis, and Systems Thinking to health policy challenges facing middle income countries.  ",PhD in Public Policy,Health System and Policy,8,Fall 2025
8087,MPE 660,,,,GrM,GSPP,"This is an introductory course on health, healthcare system and health policy. The course provides an overview and application of healthcare and health policy related key concepts needed for policy analyst and managers. During this course students will apply critical concepts from Public Health, Healthcare Economics, Policy Analysis, and Systems Thinking to health policy challenges facing middle income countries.  ",Master in Public Administration,Health System and Policy,8,Fall 2025
6366,MAE 400,MAE 300 Fluid Mechanics I (5926) (D and above) AND MAE 301 Engineering Thermodynamics (5927) (D and above),,,UG,SEDS,"The course covers the heat transfer phenomena including conduction, convection and radiation. Boiling and condensation, and heat exchangers are treated as well. By learning the basis of all these phenomena and techniques, the students will develop advance knowledge and understanding of heat transfer. The module will assist students to gain an understanding of heat transfer concepts and their applications.",Mechanical and Aerospace Engineering,Heat Transfer,6,Fall 2025
5952,CHME 300,,,,UG,SEDS,"Analysis of the heat and mass basic governing equations, development of the relevant model, solving transport equation(s) to obtain temperature and concentration profiles and the appropriate fluxes or rates of the processes.",Chemical and Materials Engineering,Heat and Mass Transfer,6,Fall 2025
3729,MAE 467,MAE 301 Engineering Thermodynamics (5927) (D and above),,,UG,SEDS,"Heating, ventilating, and air conditioning of indoor environment are mandatory in modern society. It provides human comfort and enhances human health. These two factors lead to an increase in safety and productivity. Moreover, controlled environments for various public and health-care buildings including hospital and data centers are necessary. The topics includes air-conditioning systems, moist air properties and conditioning processes, comfort and health, heat transmission, solar radiation, heating and cooling loads & air diffusion. ",Mechanical and Aerospace Engineering,"Heating, Ventilating and Air Conditioning",6,Fall 2025
172,HST 100,,,,UG,SSH,n/a,"History, Philosophy and Religious Studies",History of Kazakhstan,6,Fall 2025
5472,HST 271/TUR 271,HST 100 History of Kazakhstan (172) (C- and above),,,UG,SSH,"A course on the political, military and social history of the Ottoman Empire. ","History, Philosophy and Religious Studies, Kazakh Language and Turkic Studies",History of the Ottoman Empire,6,Fall 2025
1581,BIOL 490,BIOL 355 Critical Research Reasoning (1000) (B and above),,,UG,SSH,The course Honors Thesis Research is designed to monitor progress and develop understandings and skills to plan and conduct independent research at the Bachelor of Sciences level. Honors Thesis Research constitutes a partial fulfillment of the Honors Thesis and the research plan will be used as a basis for the assessment of the student's research progress.,Biological Science,Honors Thesis Research,6,Fall 2025
5761,PHYS 498,,,,UG,SSH,"The course is designed to monitor progress and develop understandings and skills to plan and conduct independent research at the Bachelor of Sciences level. The student will perform a research project under supervision of Physics Faculty. Honors Thesis Research constitutes a partial fulfillment and pre-requisite for the Honors Thesis course. The research plan will be used as a basis for the assessment of the student's research progress.
",Physics,Honors Thesis Research,0,Fall 2025
6242,CHEM 700,,,,PhD,SSH,"This course introduces the students to specialized modern topics in physical, materials, organic and inorganic
chemistry which are at the forefront of this discipline. The course will not only to give students a comprehensive overview of many modern areas in physical, inorganic, organic and materials science, but also to present them with some current challenges and perspectives in these fields.
The course will be delivered by 7 cycles of multidisciplinary lectures from 7 Chemistry faculty members, specific to their research interests, and covering broad topics from:
(i) Applied nanotechnologies,
(ii) Theoretical and computational approaches to design of functional and photoactive materials,
(iii) Modern aspects of applied catalysis,
(iv) Molecular spectroscopy and characterization of nanomaterials,
(v) Advanced methods of surface analysis,
(vi) Materials for sensing, environmental and biomedical applications,
(vii) Electrochemical methods in synthetic organic chemistry",Chemistry,Hot Topics in Chemistry,8,Fall 2025
72,BIOL 230,BIOL 110 Modern Biology I (107) (C and above) OR BIOL 110 Modern Biology I (1070) (C and above),,,UG,SSH,n/a,Biological Science,Human Anatomy and Physiology I,8,Fall 2025
7542,NUSM 403,NUSM 310 Capstone Project (7138) (C and above),,,UG,SoM,"Human Genetics and Molecular Therapeutics course is designed to provide students with general knowledge related to the organization of human genome, structure and function of DNA and RNA, inheritance mechanisms of simple and complex traits.",Medical Sciences,Human Genetics,6,Fall 2025
1884,BIOL 460,BIOL 305 Introduction to Microbiology with Lab (1642) (C and above) OR BIOL 305 Introduction to Microbiology (5789) (C and above),,,UG,SSH,    Human parasitology is an advanced course which provides a foundation knowledge in the biology of parasites. Focus will be on the molecular mechanisms by which protozoan and metazoan parasites cause infectious diseases. Special emphasis will be placed on those parasites of major medical consequence in humans because parasites continue to be one of the primary causes of morbidity and mortality throughout the world.,Biological Science,Human Parasitology,6,Fall 2025
1080,CSCI 281,CSCI 152 Performance and Data Structures (489) (C- and above),,,UG,SEDS,n/a,Computer Science,Human-Computer Interaction,6,Fall 2025
1172,ROBT 310,MATH 162 Calculus II (170) (C- and above) AND MATH 273 Linear Algebra with Applications (84) (C- and above),,,UG,SEDS,n/a,Robotics and Mechatronics,Image Processing,6,Fall 2025
628,BIOL 310,BIOL 301 Molecular Biology of Cell with Lab (1197) (C and above) OR BIOL 305 Introduction to Microbiology with Lab (1642) (C and above) OR BIOL 301 Molecular Cell Biology (5809) (C and above) OR BIOL 305 Introduction to Microbiology (5789) (C and above),,,UG,SSH,n/a,Biological Science,Immunology,6,Fall 2025
6457,MSF 10,,,,GrM,GSB,"This MSF elective course gives extra research time to students who are research-oriented and want to write a research-based thesis of high quality.There are two conditions under which the students can take the course: They opt for individual thesis (as opposed to group thesis), and they obtain written approval from a faculty member who is expected to serve as their thesis advisor.",GSB,Independent Research,5,Fall 2025
1221,PLS 395,PLS 210 Political Science Research Methods (129) (C- and above) AND PLS 211 Quantitative Methods (221) (C- and above),,,UG,SSH,"This class allows students to pursue a focused exploration of a topic that is not offered in conventional classes, while under the supervision of a faculty member. Interested students will need to have maintained60 hours of previous coursework, be in good academic standing, and be able to demonstrate the ability to work independently of the supervising faculty member, as the faculty role will be one of guidance as opposed lecturer. Both the topic and a study plan must be approved by the faculty member prior to enrollment.",Political Science and International Relations,Independent Study,6,Fall 2025
1466,HST 399,,,,UG,SSH,n/a,"History, Philosophy and Religious Studies",Independent Study,6,Fall 2025
1455,WLL 399,,,,UG,SSH,n/a,"Languages, Literature and Linguistics",Independent Study,6,Fall 2025
2121,ECON 399,,,,UG,SSH,Student will perform study and research independently on a topic agreed by the instructor,Economics,Independent Study in Economics,6,Fall 2025
4197,EAS 511,,,,GrM,SSH,This course prepares MA students for conducting independent research in Eurasian studies.,Area Studies,Independent Study in Eurasian Studies,8,Fall 2025
4981,EAS 710,,,,PhD,SSH,This course meets with another lower-level course in Eurasian Studies or another subject.,Area Studies,Independent Study in Eurasian Studies,8,Fall 2025
3715,PLS 581,,,,GrM,SSH,"This course prepares MA students for conducting independent research in political science and international relations.

",Political Science and International Relations,Independent Study in Political Science,8,Fall 2025
6594,CEE 463,,,,UG,SEDS,This course will allow students to know how to conduct real research or practical engineering investigation. Students will learn the processes of research as well as research methods. The course will consider the effective management of research project.,Civil and Environmental Engineering,Individual Research Project in Civil & Environmental Engineering 1,6,Fall 2025
3167,ROBT 611,ROBT 501 Robot Manipulation and Mobility (2263) (C- and above) AND CSCI 501 Software Principles and Practice (2408) (C- and above),,,GrM,SEDS,Second year graduate level course on robots in industrial settings.,Robotics and Mechatronics,Industrial Robotics,6,Fall 2025
8512,MSF 513b,,,,GrM,GSB,The Industry Insights Initiative is designed to provide GSB students with exposure to various industries and job functions through direct interaction with industry leaders.,GSB,Industry Insights Initiative,5,Fall 2025
2901,PUBH 511,,,,GrM,SoM,"This course introduces the major concepts of modern statistics as applied to a broad range of problems in the multidisciplinary field of public health, from concepts and application of probability and distributions, continuing through fundamental methods of inferential reasoning and simple regression modeling.",Public Health,Inferential Biostatistics,6,Fall 2025
8545,MSN 504,,,,GrM,SoM,This course explores emerging technologies and healthcare information systems that manage clinical information and support safe patient care.,Master of Science in Nursing,Informatics and Healthcare Technologies,6,Fall 2025
1146,CSCI 434,,,CSCI 333 Computer Networks (1145) (D and above),UG,SEDS,n/a,Computer Science,Information Security,6,Fall 2025
5061,ANT 375/HST 375/SOC 375/TUR 375,,,,UG,SSH,"This course is a seminar designed to acquaint students with peoples around the Inner Asian periphery of China, especially those that are included today within the three large border regions – Xinjiang, Tibet, and Inner Mongolia. In each case, we will examine the life of peripheral peoples as part of the Sinocentric world; at the same time, we will attempt to hear not just the voices of the Chinese observers and overlords, but the voices of the local people as well.","History, Philosophy and Religious Studies, Kazakh Language and Turkic Studies, Sociology and Anthropology, Sociology and Anthropology",Inner Asian Frontiers of China: A Cultural Perspective,6,Fall 2025
5265,CHEM 530,,,,GrM,SSH,This course will cover the structures and reactivity of main-group and transition metal compounds and in-depth analysis of the mechanisms of these reactions. Students will be introduced to heterogeneous and homogeneous catalysis and advantages and disadvantages of these types of the catalysts will be discussed with examples of particular applications.,Chemistry,Inorganic Structures and Reaction Mechanisms,6,Fall 2025
5039,CHME 222,,,,UG,SEDS,"Introduction to inorganic and analytical chemistry, followed by chemical thermodynamics and kinetics, and quantitative and qualitative analytical chemistry.",Chemical and Materials Engineering,Inorganic and Analytical Chemistry,6,Fall 2025
5951,CHME 302,,,,UG,SEDS,"This course will provide a broad base introduction to analytical instrumentation techniques for the measurement of different chemical and physical properties of compounds and materials.  Fundamentals and applications of various modern analytical techniques will be discussed, and the students will experience the operation of analytical instruments as well. ",Chemical and Materials Engineering,Instrumental Methods of Analysis for Engineers,6,Fall 2025
5176,DCHME 755,,,,PhD,SEDS,"This Ph.D. course aims at providing students with new state-of-the-technology tools for selecting, designing, optimizing, and manufacturing new materials. More specifically, this course covers the following topics with their associated length scale bridging methodologies: electronic structure calculations, atomistic modeling methods, coarse-graining and simulations at the mesoscale, as well as macroscopic modeling in the frame of continuum mechanics.",Chemical and Materials Engineering,Integrated Computational Materials Engineering,8,Fall 2025
8097,CSCI 592,,,,GrM,SEDS,"This is a one-semester course intended for master’s students in Computer Science and Data Science graduate programs. This course explores the interdisciplinary field of intelligent systems, focusing on the design, implementation, and application of systems that demonstrate human-like intelligence. The course covers foundational theories, algorithms, and methodologies used in developing intelligent systems, along with practical applications across various domains. Through a combination of lectures, discussions, case studies, and hands-on projects, students will gain a comprehensive understanding of intelligent systems and the skills needed to design and deploy them effectively.",Computer Science,Intelligent Systems,6,Fall 2025
6106,KAZ 377,"KAZ 202 Academic Kazakh II (4562) (C- and above) OR KLL ""[C1.1] Advanced""",,,UG,SSH,"This course aims to develop students' Kazakh language skills and cross-cultural communicative competence through film. Films are considered as very valuable tool not only for developing language skills, but also for facilitating intercultural learning, as they communicate through their characters, story, context, dialogues and audio-effects at several levels to students. Films help students to internalize situations connect with various theories and concepts.",Kazakh Language and Turkic Studies,Intercultural Communication through Film,6,Fall 2025
3722,GER 201,GER 102 Beginning German II (3335) (C- and above),,,UG,SSH,Continuation of GER 102. ,"Languages, Literature and Linguistics",Intermediate German I,8,Fall 2025
4887,KFL 201,,,,UG,SSH,"Intermediate Kazakh as a foreign language I.

",Kazakh Language and Turkic Studies,Intermediate Kazakh as a Foreign Language I,8,Fall 2025
5059,KOR 201,KOR 102 Beginning Korean II (4791) (C- and above),,,UG,SSH,Continuation of KOR 102. ,"Languages, Literature and Linguistics",Intermediate Korean I,8,Fall 2025
2678,CHN 202,CHN 201 Intermediate Mandarin I (2181) (C and above),,,UG,SSH,"Continuation of CHN 201. Continue to develop the tools and skills necessary for basic communication in Mandarin Chinese, while investigating cultural similarities and differences. ","Languages, Literature and Linguistics",Intermediate Mandarin II,8,Fall 2025
133,ECON 201,ECON 101 Introduction to Microeconomics (379) (B- and above) AND (MATH 161 Calculus I (118) (B- and above) OR MATH 162 Calculus II (170) (B- and above)),,,UG,SSH,n/a,Economics,Intermediate Microeconomics,6,Fall 2025
1475,SPA 201,SPA 102 Beginning Spanish II (1128) (C- and above),,,UG,SSH,n/a,"Languages, Literature and Linguistics",Intermediate Spanish I,8,Fall 2025
2516,SOC 221,,,,UG,SSH,"This course reviews the main theories, and explanations of international migration. Throughout the course, theoretical approaches and empirical studies from different disciplinary traditions are discussed, explaining migration and the integration of first-generation immigrants at micro, meso, and macro-levels of analysis. ",Sociology and Anthropology,International Migration,6,Fall 2025
4744,PLS 356,PLS 210 Political Science Research Methods (129) (C- and above) AND PLS 150 Introduction to International Relations (511) (C- and above),,,UG,SSH,"The Korean Peninsula is the last place where the Cold War politics remains dominant today: two Koreas remain divided with substantial hostility. However, the past quarter century witnessed fluctuating moods between long-standing adversaries. What can explain the variation in inter-Korean relations, and what can be said about the future of Korea? This course is designed to investigate the inter-Korean relations through different theories of IR and to provide historical knowledge about the case. The focus will be on changing strategies of two Koreas over time and the theoretical implications of Korean cases to the broader literature of conflict and international politics. This course is a writing intensive course, which requires a term paper no shorter than 5,000 words.",Political Science and International Relations,International Politics of the Korean Peninsula ,6,Fall 2025
121,PLS 352,PLS 150 Introduction to International Relations (511) (C- and above) AND PLS 210 Political Science Research Methods (129) (C- and above),,,UG,SSH,"This course is designed to provide a detailed introduction to International Relations theory. This course examines the major theories of International Relations and explores practices and problems of international politics in a global context. Key themes addressed include power, con cooperation and interdependence, and political economy. Our primary goal throughout this course will be to lay the theoretical and analytical foundations for the study of international politics. In order to do so, we shall examine several theoretical approaches in IR that seek to answer important research questions and puzzles in international politics.",Political Science and International Relations,International Relations Theory,6,Fall 2025
3060,EDUC 800,,,,PhD,GSE,"EDUC 800 provides PhD students with the opportunity to study abroad in an international university context. Students will have the opportunity to work directly with their Partner Co-Supervisor, take specialized courses relevant to their research, and develop academic collaborations and networks with PhD students in that university.",MSc Educational Leadership HE,International Study,24,Fall 2025
665,ECON 325,ECON 201 Intermediate Microeconomics (133) (C- and above),,,UG,SSH,"The course will cover microeconomic aspects of international trade. It will introduce the standard models of the theory of international trade: The Ricardian model, where trade is driven by the comparative advantage based on technological differences across countries, and the Heckscher-Ohlin model, where comparative advantage and trade are determined by the cross-country differences in the endowments of the factors of production. The course will also explore the new theories of international trade based on the increasing returns to scale and offshoring. The international trade policy issues discussed in the course will include tariffs, quotas, export subsidies, and international agreements on trade.",Economics,International Trade,6,Fall 2025
7220,RFL 469,,,,UG,SSH,"The course investigates the international politics surrounding the wider Eurasian space, including great power rivalries, conflict patterns, regional governance, transportaition infrastructures, and foreign policy adaptations.","Languages, Literature and Linguistics",International relations of Eurasia,6,Fall 2025
8474,CSCI 538,,,,GrM,SEDS,"This course provides an in-depth exploration of the Internet of Things (IoT) with a strong emphasis on programming embedded devices and deploying machine learning (ML) models on the edge. IoT systems consist of interconnected devices that sense their environment using a variety of sensors, process data locally or collaboratively, and communicate using protocols such as WiFi, LoRaWAN, and BLE. Students will learn real-time operating systems (RTOS), and low-power design strategies, gaining hands-on experience with microcontrollers such as ESP32, STM32, and RP2040. The course covers TinyML, focusing on deploying optimized machine learning models on resource-constrained devices for real-time inference. Additional topics include secure communication, and edge computing architectures. Through a mix of theoretical foundations and practical exercises, students will work on hardware programming, energy-efficient designs, wireless networking, and AI-driven IoT solutions. The course culminates in a final project, where students will develop an end-to-end IoT system integrating embedded computing and edge ML.",Computer Science,Internet of Things and Machine Learning on the Edge,6,Fall 2025
6971,CSCI 437,CSCI 333 Computer Networks (1145) (C- and above) AND ROBT 206 Microcontrollers with Lab (476) (C- and above),,,UG,SEDS,"This course introduces students to the fundamentals of the Internet of Things. The Internet of Things consists of devices which can sense their environment using sensors, can sometimes collaborate with each other, and report their findings through radio communication protocols. These interconnected devices offer exciting new services to improve people’s quality of lives and can be applied to various application domains such as smart cities, smart homes, smart agriculture, and industrial automation. In this course, an overview of the societal benefits of the Internet of Things is provided along with the basic understanding of the main components of Internet of Things networks at all levels of abstraction from the physical layer up to the application layer. Topics include smart sensing, wireless communications and propagation, media access control layer protocols, routing protocols, and application layer protocols. The course balances the theory with practice introducing hands-on exercises, small team projects, and project presentations.",Computer Science,Internet of Things: Technologies and Applications,6,Fall 2025
8596,BBA 399,,,,UG,GSB,This course provides undergraduate business students with the opportunity to gain real-world experience through an internship experience,Bachelor of Business Administration,Internship,6,Fall 2025
714,CSCI 299,,,,UG,SEDS,n/a,Computer Science,Internship I,6,Fall 2025
1539,CSCI 399,,,,UG,SEDS,Students can enroll for credit ranging from 1 to 3 credits.,Computer Science,Internship II,6,Fall 2025
8538,WCS 300,WCS 200 Introduction to Public Speaking (175) (A- and above) OR WCS 270 Academic and Professional Presentations (8409) (A- and above),,,UG,SSH,"Undergraduate speaker consultants in the Writing Center serve as peer consultants to support NU community members interested in practicing speeches and presentations and receiving feedback on crafting clear and effective messages, cultivating dynamic delivery, and reducing their public speaking anxiety. ",Communication and Composition,Internship: Undergraduate Speaker Consultant I,6,Fall 2025
8539,WCS 301,WCS 300 Internship: Undergraduate Speaker Consultant I (8538) (P),,,UG,SSH,"Undergraduate speaker consultants in the Writing Center serve as peer consultants to support NU community members interested in practicing speeches and presentations and receiving feedback on crafting clear and effective messages, cultivating dynamic delivery, and reducing their public speaking anxiety. ",Communication and Composition,Internship: Undergraduate Speaker Consultant II,6,Fall 2025
7346,WCS 393,WCS 392 Writing Fellows III - Research & Practice in Writing & Peer Mentorship (4472) (B and above),,,UG,SSH,"Undergraduate tutors in the SSH Writing Center will serve as peer writing tutors to support NU students. Undergraduate tutors will be NU students in good standing who have successfully completed WCS 392 and are committed to continued development of their tutoring skills through tutoring, collaboration, and reflective practice. ",Communication and Composition,Internship: Undergraduate Writing Tutor I,6,Fall 2025
6240,WCS 203,WCS 101 Communication and Society  (199) (C- and above) OR WCS 200 Introduction to Public Speaking (175) (C- and above),,,UG,SSH,"This course builds upon communication principles and theories introduced in WCS 101 Communication and Society, WCS 150 Rhetoric and Composition, and WCS 200 Introduction to Public Speaking. We will engage with various readings and research findings in interpersonal communication – an interdisciplinary subject which synthesizes findings in linguistics, psychology, biology, neuroscience, and communication. The course will examine how cultural perspectives and rhetorical situations influence the way we communicate and how we interpret the communication of others in personal and professional settings.",Communication and Composition,Interpersonal Communication,6,Fall 2025
