registrar_id,course_code,pre_req,anti_req,co_req,level,school,description,department,title,credits,term
1415,PHYS 451,PHYS 221 Classical Mechanics I (652) (C- and above) AND PHYS 361 Classical Electrodynamics I (651) (C- and above),,,UG,SSH,"In this course, students learn the basics of non-relativistic quantum mechanics. The course introduces the concept of the wave function, its interpretation, and covers the topics of potential wells, potential barriers, quantum harmonic oscillator, and the hydrogen atom. Next, a more formal approach to quantum mechanics is taken by introducing the postulates of quantum mechanics, quantum operators, Hilbert spaces, Heisenberg uncertainty principle, and time evolution. The course ends with topics covering the addition of angular momenta, spin, emergence of energy bands in periodic systems, and some basic aspects of many-body quantum mechanics, such as the indistinguishability of identical particles and electron orbitals in atoms.",Physics,Quantum Mechanics I,6,Spring 2025
7185,BIOL 605,BIOL 520 Statistical Methods in Life Sciences (1203) (C and above),,,GrM,SSH,This course covers all the relevant aspects of radiation as a central discipline of modern oncology.,Biological Science,Radiation Biology,8,Fall 2025
1148,CSCI 307,,,,UG,SEDS,n/a,Computer Science,Research Methods,6,Spring 2025
5760,MATH 592,,,,GrM,SSH,"This course provides graduate students with a broader view of the latest research in Mathematics. Seminar speakers are faculty members, PIs of research institutes and visiting academics. Students are required to attend all seminars, to participate in the weekly discussion sessions and to submit via TurnitIN reports on three of the seminars.",Mathematics,Research Seminar,8,Fall 2025
6148,MINE 305,MINE 302 Geomechanics (5878) (D and above),,,UG,SMG,"The course covers the principal methods of rock breakage used in mining including mechanical mining, drilling and blasting. Mechanical mining includes the rock cutting principles, cutting with picks and discs, effect of tool wear, impact breakage and ripping, assessment of rock cuttability and boreability, also, includes machine rock interaction and influence of parameters on mechanical rock breakage. Drilling includes the methods of drilling used in mining application. Blasting includes the chemistry of explosives and mechanics of explosive-rock interaction, selection of explosives, explosive charging techniques; and initiation and delay systems, blast design principles for surface and underground mines.",Mining Engineering,Rock Breakage,6,Spring 2025
4685,MATH 519,,,,GrM,SSH,"Algorithm design motivated by problems in physics, engineering, epidemiology, chemistry, and biology; implementation techniques in MATLAB; elements of shell programming under Unix/Linux and use of modern software packages for numerical computations; preparation of reports in the scientific style and maintain scientific software.",Mathematics,Scientific Computing,8,Fall 2025
3169,PHYS 511,,,,GrM,SSH,"This course covers advanced computational and data analysis methods for solving complex scientific and engineering problems. Topics include numerical methods, system simulations, algorithm efficiency, statistical modeling, signal processing, and machine learning, with real-world applications.",Physics,Scientific Computing and Data Analysis,8,Spring 2025
5300,PHYS 711,,,,PhD,SSH,"This course covers advanced computational methods and data analysis techniques for solving complex scientific and engineering problems, emphasizing numerical methods, high-fidelity simulations, and algorithm efficiency. Students will also explore data-driven modeling, statistical inference, signal processing, and machine learning with research-oriented applications.",Physics,Scientific Computing and Data Analysis,8,Spring 2025
2341,MATH 517,,,,GrM,SSH,"This course will use scientific principles in physics, biology and engineering in combination with mathematical methods to formulate and design mathematical models to study real life problems.",Mathematics,Scientific Modeling and Simulation with Mathematics,8,Fall 2023
2340,MATH 540,,,,GrM,SSH,"The course covers theoretical foundations and applications of machine learning models. Topics include supervised methods for regression and classification (linear models, trees, neural networks, ensemble methods, instance-based methods), Bayesian parametric learning, density estimation and clustering, sequential models. Programming projects covering a variety of real-world applications are assigned. ",Mathematics,Statistical Learning,8,Fall 2025
1426,PHYS 483,PHYS 280 Thermodynamics and Statistical Physics (1179) (C- and above),,,UG,SSH,"Statistical Mechanics provides a microscopic description of macroscopic phenomena using probability theory and statistical methods. Due to the large number of particles in a physical system (thermodynamic limit), the related probability distributions are very sharp so that macroscopic observables are sufficiently represented by averaged microscopic quantities. The applicability of the concepts of Statistical Mechanics is very broad spanning from thermodynamics and condensed matter as well as to chemistry, biology, economics, and engineering science.",Physics,Statistical Mechanics,6,Spring 2025
2622,PHYS 520,,,,GrM,SSH,"The course covers grad-level topics of statistical physics. Possible choices may include fluctuations, susceptibilities and transport in the linear-response regime near thermodynamic equilibrium, Landau theory of second-order phase transitions, critical phenomena, Boltzmann kinetic equation and its applications to nonequilibrium phenomena.",Physics,Statistical Physics,8,Spring 2025
5495,PHYS 720,,,,PhD,SSH,"In this course, students learn advanced and modern techniques for computational modeling and simulations.",Physics,Statistical Physics,8,Spring 2025
5222,MATH 542,,,,GrM,SSH,"The course deals with data analysis using advanced statistical programming such as R or SAS. Students will learn syntax, how to read fixed and free format data, use built-in and user-written functions, optimization and graphical capabilities. The applied statistical problems considered include linear and nonlinear regression, experimental design, and others.",Mathematics,Statistical Programming,8,Fall 2023
7869,MATH 555,MATH 510 Measure Theory and Applications (5685) (C and above),,,GrM,SSH,"Stochastic analysis covers stochastic integration, stochastic differential equations, and related topics. Students are required to have a background in measure theory. Topics include but are not limited to: Ito integrals, Martingales, stochastic differential equations, and some applications in finance.",Mathematics,Stochastic Analysis,8,Fall 2025
6238,MATH 455,MATH 321 Probability (482) (C and above) OR ECON 211 Economic Statistics (2280) (C and above),,,UG,SSH,"This class introduces stochastic calculus and its applications. In the first half of the class, the course introduces the measure theoretic probability concepts. Next, we move to Ito lemma and stochastic differential equations. Examples of stochastic differential equations with explicit solutions are provided. ",Mathematics,Stochastic Calculus,6,Spring 2025
6237,LING 375,LING 131 Introduction to Linguistics (1394) (C- and above),,,UG,SSH,The course teaches the methods for analyzing morphosyntax of the world’s languages with an ample range of linguistic examples and practical exercises.,"Languages, Literature and Linguistics",The Art and Science of Analyzing Languages: Morphosyntax of the World's Languages,6,Spring 2025
7190,WLL 751,"WLL 201 World Literature I (686) (C+ and above) OR WLL 209 Introduction to Translation Studies (2178) (C+ and above) OR WLL 210 Migrants, Nomads and Exiles (217) (C+ and above) OR WLL 211 World Literature II: from the 18th to the 20th century (492) (C+ and above) OR WLL 212 Introduction to Poetry (2167) (C+ and above) OR WLL 213/SPA 211 Introduction to the Hispanic World (1030) (C+ and above) OR WLL 218 Renaissance in Italy and Beyond (6573) (C+ and above) OR WLL 219 Myth and Adaptation (2489) (C+ and above) OR WLL 220 Ancient World Literature (to 1650) (218) (C+ and above) OR WLL 221 Creative Writing/Theatre (245) (C+ and above) OR WLL 222 Acting: Praxis, Theory and History (3336) (C+ and above) OR WLL 231 Beginning and Intermediate Playwriting (1625) (C+ and above) OR WLL 240 Introduction to the Novel (687) (C+ and above) OR WLL 241 Survey of Folk Tales (466) (C+ and above) OR WLL 243 Western Theatre, Literature and History From Ancient Creece to 1800 (1082) (C+ and above) OR WLL 244 Survey of Nineteenth-Century Russian Literature (1395) (C+ and above) OR WLL 349 Terrible Perfection: Women in 19th-Century Russian Literature (2488) (C+ and above) OR WLL 246 Survey of Contemporary Russian Literature and Culture (3604) (C+ and above) OR WLL 247 Survey of East Asian Literature (1382) (C+ and above) OR WLL 248 Survey of Soviet Literature and Culture (3842) (C+ and above) OR WLL 250 From Page to Screen (472) (C+ and above) OR WLL 251 Hong Kong Cinema (3337) (C+ and above) OR WLL 253 Western Theatre Literature and History: 1800-Present (1396) (C+ and above) OR WLL 254/SPA 254 Superstition, Magical Realism, and Horror in Hispanic Culture (1851) (C+ and above) OR WLL 255 The Comic Book in Japan and America (1849) (C+ and above) OR WLL 257 Fan Culture in the Age of Convergence (2487) (C+ and above) OR WLL 291 Theatre Practicum (2168) (C+ and above)",,,PhD,SSH,"This course aims to cast light on the reasons behind this deeply rooted fascination with the villains(nesses) who with their actions threaten and subvert the accepted social-cultural norms of their times. Specific attention will be paid to how the image of the villain(ness) has evolved over the years, reaching the point where villains/villainesses are being increasingly redeemed by the creative industries, through elaborate explorations of their backstories.","Languages, Literature and Linguistics",The Call of the Evil: Unmasking the Villain(ness) in Popular Culture and Literature,8,Spring 2025
5681,PLS 102,,,,UG,SSH,This is an introductory class on the ethical challenges associated with science and contemporary technologies ,Political Science and International Relations,The Political Challenges of Technologies and Science: An Introduction,6,Spring 2025
7872,MATH 515,,,,GrM,SSH,"The graduate-level course starts with the probabilistic measure and integration theory and elaborates on conditional expectations. Further topics include: random variables, distributions, moments, and characteristic functions in an abstract setting, convergence modes of random variables along with Gaussian processes.",Mathematics,Theory of Probability,8,Fall 2024
1179,PHYS 280,MATH 263 Calculus III (81) (C- and above) AND (PHYS 162 Physics II for Scientists and Engineers with Laboratory (173) (C- and above) OR PHYS 172 Physics II for Physics Majors with Laboratory (1402) (C- and above)),,,UG,SSH,This course covers macroscopic and microscopic description of thermal phenomena.,Physics,Thermodynamics and Statistical Physics,6,Spring 2025
